,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_K-Nearest Neighbor
19406,0,3,1,3,5,1,4,2,3,3,5,4,1,0
19427,0,1,0,3,4,0,2,1,3,3,3,1,1,0
19438,0,4,0,4,4,0,4,4,3,3,5,4,1,0
19469,1,0,0,0,4,2,4,4,5,2,3,5,1,0
19487,1,5,0,5,2,2,3,3,2,1,2,2,1,0
19498,1,4,0,4,3,1,4,4,3,3,4,5,0,1
19518,1,4,0,4,4,1,4,4,3,3,5,3,1,0
19528,0,3,0,3,3,1,1,1,3,3,3,1,0,1
19529,1,0,0,0,4,2,4,3,1,1,5,2,1,0
19539,0,5,0,4,1,2,4,4,5,5,2,2,0,1
19573,1,4,0,4,3,1,2,2,4,3,2,4,1,0
19578,0,4,1,4,3,0,4,5,4,4,3,3,0,1
19593,1,4,0,3,3,1,5,2,1,1,5,3,1,0
19607,0,4,0,4,3,1,3,4,4,4,1,1,1,0
19625,1,5,0,5,4,1,4,5,5,5,3,2,1,0
19628,0,2,1,2,4,2,4,3,2,2,4,4,1,0
19631,0,4,0,3,3,0,4,4,3,2,4,4,1,0
19688,0,0,1,0,2,1,1,3,5,5,5,4,1,0
19728,0,4,1,4,4,0,4,4,2,2,5,2,0,1
19743,0,2,0,3,3,1,2,2,5,4,2,2,1,0
19781,0,4,1,4,4,0,4,5,1,1,5,3,0,1
19786,0,0,0,0,2,2,2,4,2,2,2,1,1,0
19788,0,4,1,4,5,0,4,4,3,3,3,4,0,1
19802,1,4,0,4,2,1,4,4,3,3,4,4,1,0
19819,1,4,0,2,4,0,3,3,3,2,3,5,1,0
19827,0,0,1,0,3,2,5,2,5,5,3,1,1,0
19837,0,4,0,4,4,1,4,3,4,4,1,2,0,1
19853,0,4,1,4,5,0,5,5,3,3,5,5,0,1
19875,1,4,0,4,3,1,2,3,3,3,4,1,0,1
19898,0,4,0,4,2,0,3,2,4,4,4,1,0,1
19913,1,4,0,4,5,1,4,4,5,5,4,3,1,0
19919,0,4,1,3,5,1,5,5,4,4,4,3,1,0
19941,1,5,0,5,1,1,4,4,1,1,2,4,1,0
19963,0,4,0,4,3,0,5,4,4,4,2,1,1,0
19995,0,3,0,3,5,1,3,4,3,3,1,5,1,0
20051,0,3,0,3,3,0,4,4,3,3,4,4,1,0
20052,1,4,0,4,3,1,5,5,5,5,3,5,1,0
20064,1,4,0,1,3,1,3,3,5,5,1,4,1,0
20069,0,4,0,5,2,0,3,3,3,3,1,2,1,0
20084,1,4,0,4,4,1,1,1,4,2,1,4,0,1
20133,0,3,0,3,1,2,4,2,3,3,5,3,1,0
20165,0,4,0,4,4,1,4,3,4,4,2,4,0,1
20207,0,0,0,0,4,2,5,4,1,1,1,4,1,0
20245,1,0,0,4,3,0,1,1,3,1,1,0,1,0
20248,0,3,0,3,4,0,4,4,3,3,3,5,0,1
20249,0,4,1,4,3,0,5,5,4,4,4,4,0,1
20250,0,4,1,4,3,1,5,2,4,4,4,4,1,0
20267,0,5,0,4,4,0,4,4,3,1,4,4,1,0
20271,0,4,1,4,5,0,5,5,4,4,5,5,0,1
20289,1,4,0,5,5,1,5,5,5,5,4,2,0,1
20359,0,5,1,5,2,1,1,1,4,4,5,1,1,0
20372,1,4,0,4,4,1,4,5,5,5,4,2,1,0
20390,1,5,0,5,1,1,4,5,4,4,3,5,1,0
20407,0,3,1,3,5,0,4,4,4,4,3,3,1,0
20410,0,0,1,0,5,1,4,3,1,1,2,1,1,0
20431,0,4,1,4,5,0,5,4,3,3,4,2,1,0
20443,0,4,0,4,4,0,4,4,4,4,2,5,0,1
20449,0,4,1,4,4,1,5,4,5,5,5,3,1,0
20456,1,4,0,4,1,1,4,3,1,1,3,3,0,1
20459,0,2,0,4,3,0,2,2,4,3,2,2,0,1
20474,0,4,0,4,1,1,4,4,4,4,5,3,1,0
20493,0,4,1,3,5,1,1,1,5,5,3,3,1,0
20521,1,4,0,5,5,1,5,5,4,5,5,4,1,0
20574,1,4,0,4,4,1,2,2,5,3,2,4,1,0
20577,0,4,1,4,4,0,4,4,3,3,5,2,0,1
20578,0,1,0,3,3,0,5,1,4,3,5,0,0,1
20587,0,4,1,4,5,1,4,2,3,3,3,3,1,0
20596,0,4,0,4,3,1,4,3,5,5,2,5,0,1
20608,0,2,0,3,1,0,3,3,3,3,1,4,1,0
20618,0,4,1,4,4,0,4,3,2,2,3,2,0,1
20647,1,4,0,5,3,1,4,5,3,3,4,3,1,0
20653,1,4,0,4,3,2,4,4,3,3,3,4,1,0
20656,0,4,1,3,1,1,4,4,5,5,2,1,1,0
20669,0,4,1,4,3,0,5,4,4,3,5,5,0,1
20716,0,4,0,4,4,0,1,3,4,4,4,4,1,0
20771,0,4,1,4,4,1,5,5,5,5,3,2,1,0
20795,0,4,0,4,2,1,2,3,4,4,1,3,0,1
20818,0,4,1,4,4,0,4,4,5,5,5,2,0,1
20820,1,5,0,5,4,1,2,5,5,5,4,5,1,0
20824,0,3,0,4,4,0,3,3,4,4,3,2,1,0
20840,0,4,1,5,4,0,5,4,5,5,4,3,1,0
20862,1,4,0,4,3,1,3,5,2,2,4,5,1,0
20895,0,5,0,4,3,2,3,4,5,5,1,2,0,1
20963,1,4,0,4,3,1,5,5,5,5,4,4,1,0
20970,1,4,0,4,3,1,1,1,4,4,1,5,1,0
20991,0,3,0,3,1,1,3,3,5,3,3,3,1,0
20994,0,4,0,2,1,1,3,3,1,3,3,4,1,0
21010,1,0,1,0,5,1,5,5,4,4,5,4,1,0
21012,1,4,0,0,5,1,1,4,3,3,5,5,1,0
21013,0,4,0,4,4,1,2,2,4,4,4,3,0,1
21039,0,4,0,4,4,0,2,4,4,4,1,4,0,1
21051,0,4,0,3,1,1,4,4,2,3,4,4,1,0
21083,1,4,0,0,4,1,4,5,4,4,1,5,1,0
21090,0,4,1,4,5,0,5,5,3,3,4,5,0,1
21094,0,4,0,3,2,0,4,4,2,1,4,5,1,0
21138,0,4,0,2,2,2,4,4,3,3,4,4,1,0
21153,0,5,1,4,3,1,5,4,1,1,3,5,1,0
21155,0,4,1,4,5,0,4,4,2,2,3,3,0,1
21163,1,4,0,4,5,1,4,5,5,5,3,5,1,0
21168,0,4,1,4,4,0,5,5,4,4,3,5,0,1
21188,0,4,0,2,1,0,4,4,3,2,4,4,0,1
21191,0,2,0,2,3,0,2,2,3,2,2,2,1,0
21195,0,4,0,4,4,0,4,4,3,3,3,3,1,0
21217,1,4,0,4,5,1,4,5,2,1,1,1,0,1
21235,0,0,1,0,4,1,1,1,3,3,4,4,1,0
21243,1,0,0,0,4,1,5,4,4,4,4,3,1,0
21259,0,0,0,0,3,1,4,3,1,1,3,4,1,0
21260,0,4,1,4,3,1,4,4,5,5,2,2,1,0
21262,0,4,1,4,5,1,5,2,3,3,2,5,0,1
21290,0,4,1,4,3,1,5,4,1,1,5,5,1,0
21299,0,4,1,4,5,0,5,5,1,1,3,5,0,1
21330,1,5,0,4,3,1,1,1,2,3,1,5,1,0
21345,1,4,0,4,1,1,4,4,5,3,2,4,0,1
21377,0,1,0,1,1,0,4,3,1,1,4,4,1,0
21394,0,4,1,4,2,1,2,3,4,4,3,4,1,0
21425,0,4,1,4,5,0,4,5,5,5,5,5,0,1
21441,0,3,0,5,5,0,3,3,3,1,3,4,1,0
21463,1,4,0,4,4,1,5,4,1,1,5,2,0,1
21517,0,4,1,4,3,1,2,2,4,3,2,1,1,0
21519,1,4,0,4,4,1,4,4,2,2,4,2,1,0
21535,0,0,0,4,3,0,1,1,4,4,1,1,1,0
21544,0,3,0,3,4,2,4,2,3,3,1,2,1,0
21545,0,4,0,4,4,1,2,2,4,4,3,5,0,1
21553,1,4,0,4,4,1,2,2,4,4,2,5,1,0
21554,0,2,0,2,5,1,3,1,2,2,1,5,1,0
21583,1,4,0,4,3,1,4,4,5,5,4,3,1,0
21605,1,5,0,5,3,0,5,4,4,4,4,3,1,0
21614,1,5,0,3,4,1,5,4,5,5,3,2,1,0
21637,1,0,0,0,5,2,4,5,3,3,4,5,1,0
21660,0,3,0,4,4,0,3,3,4,3,3,2,1,0
21662,0,5,0,3,3,0,4,4,2,1,4,4,1,0
21669,1,0,0,0,5,2,3,4,4,4,2,3,1,0
21674,1,4,0,4,5,1,3,2,3,3,4,5,1,0
21704,0,0,0,4,1,2,3,1,1,1,2,1,1,0
21721,0,4,1,4,4,0,5,5,2,4,5,2,1,0
21724,0,2,0,2,2,1,3,2,2,2,2,3,1,0
21735,0,3,0,2,5,0,4,3,4,2,4,4,1,0
21737,0,4,0,4,3,1,4,4,4,4,2,3,1,0
21762,0,2,1,2,4,0,1,4,1,5,4,1,1,0
21766,0,0,0,0,1,1,4,5,1,1,3,5,1,0
21767,0,3,0,4,2,1,1,3,3,3,4,2,1,0
21772,0,3,0,4,1,2,5,4,3,3,5,2,1,0
21773,0,0,1,1,1,0,3,5,1,1,2,4,1,0
21792,0,4,0,4,4,0,4,2,4,4,2,5,0,1
21802,0,4,0,3,1,2,3,4,4,4,1,4,0,1
21826,1,4,0,4,3,1,5,3,2,2,3,2,1,0
21853,1,4,0,4,3,2,4,4,4,4,4,3,1,0
21856,1,4,0,5,5,0,2,2,4,5,2,4,1,0
21859,1,4,0,4,5,1,5,4,2,2,3,4,1,0
21860,0,4,1,3,5,1,5,5,2,5,3,3,0,1
21864,0,0,1,0,4,1,4,4,3,3,3,4,1,0
21876,0,5,1,0,2,1,2,3,5,5,3,2,1,0
21896,0,0,1,0,4,1,3,3,4,4,4,3,1,0
21900,1,4,0,5,5,0,3,3,5,3,3,4,1,0
21912,1,4,0,4,3,1,3,3,5,5,2,5,1,0
21921,1,4,0,4,4,1,3,3,4,3,3,4,1,0
21958,1,4,0,3,5,1,3,3,3,1,3,4,1,0
21960,1,5,0,1,1,1,1,1,5,5,4,4,1,0
22038,1,0,0,0,2,2,1,1,1,1,5,5,1,0
22040,0,4,0,4,2,2,4,2,2,4,1,1,0,1
22047,1,4,0,0,1,1,3,4,4,5,2,4,1,0
22061,1,0,0,0,5,1,4,5,2,2,5,2,1,0
22089,1,4,0,4,3,1,5,5,1,1,5,5,1,0
22092,1,4,0,4,3,1,3,3,2,2,3,4,0,1
22110,1,4,0,5,3,0,4,5,5,5,4,0,1,0
22122,0,4,1,4,5,2,1,1,4,4,4,5,1,0
22217,0,2,0,4,3,0,2,2,4,3,2,2,0,1
22265,0,4,1,3,3,0,4,5,3,3,4,2,0,1
22277,1,5,0,5,5,1,5,5,3,3,3,4,1,0
22320,1,5,0,4,2,2,1,1,4,3,1,5,1,0
22334,0,4,1,4,4,0,4,4,2,2,4,3,1,0
22352,1,4,0,4,2,1,1,3,1,1,4,4,1,0
22389,0,4,1,4,2,1,4,1,3,3,5,3,1,0
22398,0,4,1,4,5,1,4,3,5,5,4,2,1,0
22404,0,3,0,3,2,0,3,3,2,2,3,3,1,0
22429,0,4,0,2,4,0,4,4,1,4,4,4,0,1
22451,0,0,0,0,1,1,4,3,4,4,4,5,1,0
22456,0,4,1,4,4,0,4,5,5,5,5,2,1,0
22467,1,4,0,5,2,1,1,1,3,5,1,4,1,0
22479,0,4,0,2,3,0,4,4,2,1,4,4,1,0
22487,1,4,0,4,5,1,4,5,1,2,4,2,1,0
22520,0,3,0,3,1,1,5,4,3,3,2,4,1,0
22531,0,3,1,4,3,1,5,1,3,3,3,3,0,1
22532,1,0,0,0,2,1,4,4,2,2,1,2,1,0
22544,0,3,1,2,3,1,5,4,5,5,4,4,1,0
22560,0,5,1,0,3,1,1,1,4,4,5,4,1,0
22614,1,5,0,5,4,2,4,1,4,4,2,4,1,0
22629,0,2,0,2,3,1,2,2,2,2,3,5,1,0
22647,0,4,1,4,5,0,4,5,2,2,5,3,0,1
22648,1,4,0,4,1,1,5,5,4,4,5,4,1,0
22667,0,4,0,4,3,0,4,3,4,4,3,2,1,0
22670,0,3,0,4,3,0,4,4,3,3,3,4,1,0
22677,0,4,1,4,4,1,3,3,4,5,1,5,1,0
22715,0,0,0,0,2,1,4,1,1,1,1,4,1,0
22724,0,4,1,3,5,1,4,5,2,2,4,5,1,0
22728,0,2,0,2,1,1,5,3,1,1,2,1,1,0
22745,0,4,1,4,5,0,5,4,5,5,3,5,0,1
22770,1,4,0,4,5,1,5,4,5,2,4,2,1,0
22779,0,0,1,0,4,0,5,5,4,4,2,5,1,0
22799,1,4,0,4,3,1,1,2,3,3,4,1,1,0
22807,1,4,0,4,2,1,4,3,1,1,4,5,1,0
22819,1,4,0,4,3,2,5,4,3,3,3,5,0,1
22848,1,4,0,4,4,1,1,1,4,5,1,4,1,0
22869,0,4,1,4,5,0,5,5,4,4,4,5,1,0
22886,0,4,0,1,4,0,4,4,3,1,4,4,0,1
22887,0,4,1,4,5,1,4,4,5,5,3,3,1,0
22966,0,4,1,4,5,1,1,1,2,4,2,3,0,1
22972,1,4,0,1,4,1,2,2,3,3,2,4,1,0
22975,1,0,0,0,2,1,4,3,3,3,4,1,1,0
22992,0,4,1,4,5,1,1,3,5,5,1,2,1,0
22993,0,4,0,4,4,0,1,2,4,4,2,3,1,0
23012,1,5,0,5,5,1,3,3,5,5,3,3,1,0
23024,0,4,1,4,3,0,3,5,3,3,5,5,0,1
23025,1,0,0,0,4,2,4,5,1,1,5,2,1,0
23028,1,4,1,4,5,1,5,5,4,4,5,4,1,0
23086,1,4,0,4,2,1,4,2,1,1,3,3,0,1
23109,0,5,0,4,1,0,3,5,4,4,1,2,1,0
23114,0,2,0,1,3,0,3,3,1,5,3,3,1,0
23123,0,3,0,4,4,0,3,3,4,4,3,2,1,0
23125,0,4,1,4,3,0,4,4,2,2,5,5,0,1
23146,0,0,1,0,5,1,4,4,5,4,2,1,1,0
23150,1,5,0,5,2,1,1,3,1,1,3,2,1,0
23161,0,4,0,1,3,1,4,4,3,3,4,4,1,0
23171,0,5,1,5,1,0,5,5,4,4,2,1,1,0
23216,1,4,0,4,4,1,2,3,3,3,5,4,0,1
23238,1,0,0,0,4,1,5,4,3,3,5,2,1,0
23241,1,4,0,4,5,1,5,4,5,4,3,4,0,1
23252,0,4,0,3,2,1,3,3,4,4,4,5,0,1
23260,1,0,0,5,5,1,2,2,5,5,2,0,1,0
23267,0,5,0,4,4,0,3,3,4,4,1,5,1,0
23276,0,2,1,2,4,0,5,4,2,2,3,3,1,0
23301,1,4,0,3,2,1,4,3,4,3,4,4,0,1
23313,0,4,0,5,2,2,4,4,4,1,4,4,1,0
23314,0,5,0,4,2,1,3,4,5,5,2,4,0,1
23324,1,4,0,4,4,1,2,4,5,5,1,5,0,1
23327,0,3,0,1,1,0,3,3,2,3,3,3,1,0
23335,1,4,0,4,1,1,5,5,2,2,4,5,1,0
23342,0,5,1,5,2,1,1,1,5,5,5,3,1,0
23347,0,4,0,4,2,0,3,5,4,4,1,4,1,0
23360,0,2,0,3,3,0,3,4,3,3,3,4,1,0
23367,1,4,0,4,2,1,3,4,2,1,4,3,1,0
23368,0,0,1,0,4,1,2,5,3,3,1,5,1,0
23373,1,0,0,0,3,1,5,4,3,3,3,2,1,0
23376,0,4,1,4,4,0,5,4,5,5,3,2,0,1
23378,0,4,0,4,2,1,4,3,4,4,2,2,1,0
23390,1,5,0,5,5,2,1,2,3,3,2,5,1,0
23403,0,4,0,4,4,1,3,4,4,4,5,5,1,0
23404,0,0,0,5,4,0,3,1,4,3,3,3,1,0
23428,0,4,0,2,5,0,4,3,2,1,4,4,1,0
23459,0,4,1,5,4,0,3,4,4,4,2,4,0,1
23470,1,0,0,4,5,1,3,3,2,2,3,0,1,0
23472,1,4,0,4,3,1,5,4,4,4,5,4,0,1
23508,0,4,1,4,4,0,5,4,1,1,4,5,0,1
23574,0,2,0,4,3,0,2,2,4,3,2,2,0,1
23603,1,4,0,3,2,1,3,3,3,1,3,4,1,0
23620,0,4,1,4,4,1,5,4,2,2,4,2,0,1
23626,1,4,0,4,3,1,4,5,5,5,5,3,1,0
23629,0,5,0,4,2,1,4,3,5,5,1,1,0,1
23633,0,3,0,2,2,1,3,3,3,1,3,3,1,0
23638,1,5,0,4,4,2,4,4,4,4,5,2,1,0
23653,1,4,0,4,4,2,4,5,2,2,4,3,0,1
23660,0,4,1,5,4,1,4,4,4,4,4,2,0,1
23663,0,4,1,4,3,1,3,1,2,2,2,1,1,0
23668,0,2,0,2,3,2,3,1,2,2,3,1,1,0
23672,0,2,0,4,3,0,3,4,2,4,3,4,0,1
23677,0,4,0,4,1,1,2,2,4,4,4,3,0,1
23694,0,2,0,1,1,0,4,4,2,2,4,5,1,0
23700,1,4,0,3,5,1,4,4,3,3,3,3,1,0
23705,0,5,0,3,4,1,4,4,4,4,4,5,1,0
23713,1,5,0,1,4,0,1,1,2,4,1,5,1,0
23723,1,4,0,4,3,1,4,5,5,5,4,4,1,0
23752,0,4,0,4,5,1,3,3,4,4,1,3,1,0
23757,1,4,0,4,3,1,1,1,5,5,1,4,1,0
23758,0,4,1,4,5,1,4,5,1,1,5,1,1,0
23759,0,0,0,5,1,2,3,3,5,3,3,5,1,0
23767,0,0,1,0,4,1,1,4,3,3,2,1,1,0
23768,0,3,1,1,2,1,4,5,2,2,2,3,0,1
23780,0,0,0,0,4,2,2,4,1,1,5,1,1,0
23807,1,4,0,4,4,1,3,3,3,4,3,4,1,0
23811,0,4,0,4,3,1,3,3,4,4,1,2,1,0
23831,0,0,0,0,2,2,4,5,1,1,1,1,1,0
23857,0,2,0,1,4,1,2,2,1,4,2,2,0,1
23865,1,4,0,4,1,1,5,1,1,3,4,2,0,1
23876,0,0,1,0,4,1,4,5,1,1,1,4,1,0
23880,1,4,0,4,5,1,4,5,4,4,4,4,1,0
23915,0,4,0,4,1,1,1,1,4,4,4,2,0,1
23949,0,1,1,0,3,0,5,4,5,5,4,3,0,1
23951,0,4,1,4,3,1,5,2,2,2,2,3,0,1
23959,0,4,0,4,2,1,4,3,5,5,2,2,0,1
23981,0,4,0,5,3,0,4,3,4,4,3,5,1,0
23995,0,2,0,2,1,0,1,5,2,2,2,5,1,0
24012,1,4,0,4,4,2,4,5,3,3,2,2,1,0
24059,0,4,1,3,4,0,5,5,2,4,5,2,1,0
24087,0,3,0,5,2,1,3,3,2,4,3,3,1,0
24095,0,5,1,4,3,1,5,4,1,5,4,5,1,0
24104,0,2,1,2,5,0,5,4,3,4,5,4,1,0
24115,0,5,0,4,4,1,3,4,4,5,3,5,0,1
24166,1,4,0,5,3,2,5,5,4,3,5,4,1,0
24182,0,3,0,4,2,1,3,5,3,3,4,2,1,0
24240,0,3,0,4,4,0,4,4,4,4,1,1,1,0
24247,0,4,1,4,1,1,4,3,2,2,3,4,1,0
24249,1,0,0,4,4,1,5,5,5,3,5,0,1,0
24289,1,4,0,5,1,0,5,3,3,4,5,4,1,0
24290,1,4,0,4,4,1,4,4,1,1,4,4,1,0
24291,1,4,0,0,4,1,2,3,2,2,4,1,1,0
24294,0,3,0,4,4,1,3,3,5,4,3,3,1,0
24301,0,3,1,3,5,0,4,5,4,4,3,3,1,0
24319,1,4,0,5,1,1,5,4,3,3,5,2,1,0
24321,0,3,0,3,5,2,4,4,3,3,1,5,1,0
24325,1,4,0,4,2,1,4,2,5,5,4,4,1,0
24332,1,4,0,3,3,1,3,3,4,1,3,4,1,0
24336,0,4,1,3,1,1,3,1,4,4,2,3,1,0
24351,0,4,0,4,2,0,2,3,4,4,1,5,0,1
24358,0,4,0,2,1,0,4,4,1,3,4,4,0,1
24381,0,4,1,4,4,1,3,5,5,5,4,5,1,0
24391,1,4,0,4,3,1,4,5,5,5,5,3,1,0
24405,0,4,1,4,1,1,1,1,2,2,3,1,1,0
24423,0,0,1,0,2,1,4,5,5,5,1,2,1,0
24444,1,0,0,4,3,1,2,2,5,4,2,0,1,0
24448,0,4,1,4,4,0,5,4,4,4,4,4,0,1
24460,1,4,0,4,3,1,4,3,4,4,1,2,1,0
24467,0,4,1,4,5,0,4,5,2,2,4,4,0,1
24496,1,0,0,0,3,1,4,4,1,1,3,5,1,0
24503,1,4,0,4,3,1,5,4,1,1,3,5,1,0
24509,1,4,0,4,5,1,4,3,1,1,4,2,0,1
24510,1,0,0,5,4,0,5,2,5,3,5,0,1,0
24514,0,4,0,4,1,1,3,3,4,4,1,1,1,0
24522,1,5,0,2,2,1,1,1,5,5,1,0,1,0
24554,1,4,0,5,1,1,4,4,5,5,1,3,0,1
24573,1,4,0,4,4,1,3,4,3,3,4,2,1,0
24620,0,3,0,3,3,2,3,1,3,3,2,3,1,0
24624,1,5,0,2,2,1,4,4,2,2,5,4,1,0
24635,0,4,1,4,2,1,5,3,3,3,2,4,1,0
24652,0,4,0,2,1,0,3,3,1,3,3,3,1,0
24656,0,4,0,3,3,2,4,4,3,1,4,4,1,0
24701,1,5,0,4,2,0,2,2,2,2,2,5,1,0
24720,0,4,0,4,4,0,2,4,4,4,1,5,1,0
24721,0,3,1,4,3,1,4,4,4,4,5,5,0,1
24751,0,3,0,4,3,1,3,3,4,2,3,3,1,0
24754,0,4,0,4,3,1,4,4,3,1,4,4,1,0
24759,0,4,0,4,3,1,4,2,4,4,1,1,1,0
24773,0,4,0,4,2,1,4,3,4,4,4,1,1,0
24775,0,2,0,3,2,0,1,1,4,1,1,2,1,0
24840,1,5,0,4,4,2,2,3,4,2,3,1,1,0
24841,0,4,0,4,4,1,2,1,4,4,1,3,0,1
24902,1,4,0,3,4,1,4,4,4,4,4,4,1,0
24926,1,4,0,4,3,1,3,3,2,2,2,4,0,1
24958,1,4,0,4,5,1,4,5,4,4,5,5,1,0
25046,0,2,1,2,5,1,1,3,3,3,1,1,1,0
25055,0,3,0,4,3,2,3,3,2,4,3,3,1,0
25065,0,3,0,4,4,0,2,2,3,2,2,2,1,0
25066,0,4,0,4,4,0,4,4,4,4,4,5,0,1
25100,0,3,0,1,5,0,3,3,3,3,3,3,1,0
25107,0,4,1,4,5,1,1,5,2,5,5,5,0,1
25112,0,2,0,2,3,1,5,2,2,2,1,2,1,0
25157,0,4,1,4,2,1,4,5,4,4,4,3,1,0
25162,1,5,0,5,4,1,3,4,3,3,2,3,1,0
25194,0,1,0,2,5,0,2,2,2,3,2,2,1,0
25196,0,5,0,2,3,0,5,5,2,3,5,4,0,1
25218,0,4,1,4,4,0,5,5,4,4,3,5,0,1
25237,0,5,0,5,5,0,1,4,5,5,5,3,0,1
25241,1,4,0,4,4,1,3,3,4,3,3,4,1,0
25253,0,4,0,4,4,1,4,4,4,4,3,1,1,0
25255,0,4,1,3,2,1,2,2,2,2,3,1,1,0
25256,0,4,0,4,4,0,3,3,4,4,3,4,0,1
25257,1,0,0,2,3,1,1,1,3,2,1,0,1,0
25261,1,4,0,4,2,1,4,3,3,3,4,1,1,0
25287,0,2,1,2,4,0,5,4,2,5,5,5,1,0
25308,0,4,0,4,4,0,4,4,4,3,4,4,0,1
25310,1,4,0,4,1,1,1,3,1,1,5,5,1,0
25328,1,4,0,3,5,1,5,4,2,2,3,4,1,0
25338,0,4,0,4,3,1,2,2,5,5,1,3,0,1
25339,0,4,0,4,2,1,4,4,4,4,4,4,0,1
25361,0,0,0,1,2,0,1,3,1,1,3,1,1,0
25370,0,4,1,4,3,0,5,4,5,5,5,4,1,0
25426,0,4,1,4,2,1,5,2,4,4,2,5,1,0
25433,0,4,0,4,1,1,3,3,4,4,3,3,1,0
25441,0,4,1,3,4,0,4,5,4,3,4,4,1,0
25483,0,4,1,4,4,1,4,3,2,2,4,4,0,1
25486,0,4,1,4,4,1,5,4,5,5,4,5,0,1
25501,1,4,0,4,4,1,4,4,2,2,2,3,1,0
25550,1,0,0,4,5,1,5,5,1,3,5,0,1,0
25551,0,4,0,4,2,1,3,4,4,4,1,5,1,0
25559,1,4,0,4,2,1,1,4,2,2,1,2,1,0
25561,1,0,0,0,5,1,5,4,2,2,4,3,1,0
25571,0,4,1,4,4,0,4,4,5,1,3,5,1,0
25574,1,4,0,4,4,1,3,5,4,4,4,4,1,0
25617,0,0,1,0,2,0,2,5,1,1,5,4,1,0
25638,0,2,0,2,2,1,4,5,2,2,3,3,1,0
25667,0,4,1,4,4,0,4,4,1,1,5,3,0,1
25671,0,4,1,4,5,1,2,4,2,2,5,2,1,0
25694,0,0,0,0,5,2,3,2,1,1,5,4,1,0
25707,1,4,0,4,5,1,5,5,1,1,5,5,1,0
25721,0,4,0,4,5,1,4,4,3,3,4,1,1,0
25727,0,4,1,4,4,1,3,4,5,5,4,2,1,0
25738,0,4,1,5,1,1,3,2,3,5,2,2,1,0
25740,1,4,0,3,3,1,4,4,3,1,4,3,1,0
25758,0,4,0,4,4,1,1,4,4,4,5,4,1,0
25764,0,4,0,2,1,1,4,4,4,3,4,4,0,1
25769,0,2,0,4,4,0,2,3,4,4,1,2,1,0
25780,0,4,1,4,5,0,2,4,4,4,3,3,1,0
25807,0,0,1,0,3,1,4,4,1,1,4,3,1,0
25835,1,5,0,3,4,2,3,3,4,4,3,5,1,0
25869,1,4,0,4,5,1,5,4,1,1,5,3,1,0
25873,0,2,0,4,3,0,3,3,3,3,4,5,1,0
25885,0,2,0,4,4,0,2,2,4,4,2,2,1,0
25906,0,4,1,3,5,0,4,5,4,4,3,5,1,0
25912,1,5,0,5,1,2,3,3,2,2,3,5,1,0
25917,1,5,0,3,1,0,3,3,5,2,3,1,1,0
25930,0,4,0,4,4,1,3,3,4,4,1,5,1,0
25945,0,3,0,4,3,1,1,1,3,3,1,3,1,0
25954,0,4,0,4,3,0,4,2,4,4,3,5,0,1
25960,0,4,1,4,5,1,4,5,1,1,4,4,0,1
25965,1,4,0,5,4,1,5,5,4,4,5,4,0,1
